iteration f_val best_f_so_far metric diversity diversityMin
98 -42.183548 -42.183548 42.000000 18.358423 0.000000
98 -42.209324 -42.209324 42.000000 20.934116 0.000000
98 -42.193439 -42.193439 42.000000 19.344025 0.000000
98 -42.196507 -42.196507 42.000000 19.657202 0.000000
99 -40.230495 -40.230495 39.777779 45.272243 0.000000
99 -42.183556 -42.183556 42.000000 18.354912 0.000000
99 -42.209332 -42.209332 42.000000 20.932520 0.000000
99 -42.193439 -42.193439 42.000000 19.342915 0.000000
99 -42.196571 -42.196571 42.000000 19.661760 0.000000
100 -40.230499 -40.230499 39.777779 45.273388 0.000000
100 -42.183544 -42.183544 42.000000 18.355694 0.000000
100 -42.209324 -42.209324 42.000000 20.933640 0.000000
100 -42.193428 -42.193428 42.000000 19.342718 0.000000
100 -42.196617 -42.196617 42.000000 19.689415 0.000000
101 -40.230507 -40.230507 39.777779 45.273399 0.000000
101 -42.183544 -42.183544 42.000000 18.357056 0.000000
101 -42.209324 -42.209324 42.000000 20.933483 0.000000
101 -42.193428 -42.193428 42.000000 19.342712 0.000000
101 -42.196896 -42.196896 42.000000 19.731632 0.000000
102 -40.230507 -40.230507 39.777779 45.567825 0.000000
102 -42.183548 -42.183548 42.000000 18.490387 0.000000
102 -42.209316 -42.209316 42.000000 21.051214 0.000000
102 -42.193428 -42.193428 42.000000 19.436745 0.000000
102 -42.197315 -42.197315 42.000000 19.816422 0.000000
103 -40.233437 -40.233437 39.777779 45.700741 0.000000
103 -42.184879 -42.184879 42.000000 18.543724 0.000000
103 -42.210506 -42.210506 42.000000 21.099897 0.000000
103 -42.194366 -42.194366 42.000000 19.473494 0.000000
103 -42.198166 -42.198166 42.000000 20.195210 0.000000
104 -40.234776 -40.234776 39.777779 45.764339 0.000000
104 -42.185425 -42.185425 42.000000 18.571527 0.000000
104 -42.210991 -42.210991 42.000000 21.125381 0.000000
104 -42.194736 -42.194736 42.000000 19.492990 0.000000
104 -42.198635 -42.198635 42.000000 20.111965 0.000000
105 -40.235413 -40.235413 39.777779 45.763653 0.000000
105 -42.185707 -42.185707 42.000000 18.570658 0.000000
105 -42.211250 -42.211250 42.000000 21.124966 0.000000
105 -42.194931 -42.194931 42.000000 19.492611 0.000000
105 -42.198093 -42.198093 42.000000 19.958046 0.000000
106 -40.235413 -40.235413 39.777779 45.763973 0.000000
106 -42.185699 -42.185699 42.000000 18.569830 0.000000
106 -42.211246 -42.211246 42.000000 21.123978 0.000000
106 -42.194927 -42.194927 42.000000 19.491119 0.000000
106 -42.198517 -42.198517 42.000000 19.963900 0.000000
107 -40.235420 -40.235420 39.777779 45.765629 0.000000
107 -42.185688 -42.185688 42.000000 18.568409 0.000000
107 -42.211235 -42.211235 42.000000 21.122488 0.000000
107 -42.194912 -42.194912 42.000000 19.489822 0.000000
107 -42.198620 -42.198620 42.000000 20.020241 0.000000
108 -40.235420 -40.235420 39.777779 45.765800 0.000000
108 -42.185677 -42.185677 42.000000 18.568331 0.000000
108 -42.211224 -42.211224 42.000000 21.122374 0.000000
108 -42.194897 -42.194897 42.000000 19.489822 0.000000
108 -42.198513 -42.198513 42.000000 20.001907 0.000000
109 -40.235413 -40.235413 39.777779 45.775219 0.000000
109 -42.185680 -42.185680 42.000000 18.573929 0.000000
109 -42.211224 -42.211224 42.000000 21.121496 0.000000
109 -42.194897 -42.194897 42.000000 19.493010 0.000000
109 -42.198708 -42.198708 42.000000 19.930241 0.000000
110 -40.235512 -40.235512 39.777779 45.773647 0.000000
110 -42.185730 -42.185730 42.000000 18.573626 0.000000
110 -42.211212 -42.211212 42.000000 21.121672 0.000000
110 -42.194931 -42.194931 42.000000 19.493076 0.000000
110 -42.198486 -42.198486 42.000000 19.873819 0.000000
111 -40.235516 -40.235516 39.777779 45.774162 0.000000
111 -42.185734 -42.185734 42.000000 18.571739 0.000000
111 -42.211216 -42.211216 42.000000 21.120132 0.000000
111 -42.194931 -42.194931 42.000000 19.491222 0.000000
111 -42.198635 -42.198635 42.000000 19.988688 0.000000
112 -40.235519 -40.235519 39.777779 45.782116 0.000000
112 -42.185711 -42.185711 42.000000 18.572044 0.000000
112 -42.211201 -42.211201 42.000000 21.121956 0.000000
112 -42.194912 -42.194912 42.000000 19.490698 0.000000
112 -42.198719 -42.198719 42.000000 19.952698 0.000000
113 -40.235600 -40.235600 39.777779 45.783176 0.000000
113 -42.185715 -42.185715 42.000000 18.571371 0.000000
113 -42.211216 -42.211216 42.000000 21.121334 0.000000
113 -42.194908 -42.194908 42.000000 19.490093 0.000000
113 -42.198559 -42.198559 42.000000 19.868753 0.000000
114 -40.235603 -40.235603 39.777779 45.783600 0.000000
114 -42.185711 -42.185711 42.000000 18.567888 0.000000
114 -42.211212 -42.211212 42.000000 21.118235 0.000000
114 -42.194901 -42.194901 42.000000 19.486637 0.000000
114 -42.198689 -42.198689 42.000000 19.900324 0.000000
115 -40.235615 -40.235615 39.777779 45.785942 0.000000
115 -42.185677 -42.185677 42.000000 18.565819 0.000000
115 -42.211182 -42.211182 42.000000 21.116314 0.000000
115 -42.194866 -42.194866 42.000000 19.484598 0.000000
115 -42.198570 -42.198570 42.000000 19.906748 0.000000
116 -40.235619 -40.235619 39.777779 45.783920 0.000000
116 -42.185658 -42.185658 42.000000 18.565687 0.000000
116 -42.211163 -42.211163 42.000000 21.116314 0.000000
116 -42.194847 -42.194847 42.000000 19.484596 0.000000
116 -42.198616 -42.198616 42.000000 19.909658 0.000000
117 -40.235611 -40.235611 39.777779 45.783504 0.000000
117 -42.185658 -42.185658 42.000000 18.565777 0.000000
117 -42.211163 -42.211163 42.000000 21.116291 0.000000
117 -42.194847 -42.194847 42.000000 19.484598 0.000000
117 -42.198692 -42.198692 42.000000 19.910290 0.000000
118 -40.235615 -40.235615 39.777779 45.785500 0.000000
118 -42.185658 -42.185658 42.000000 18.565815 0.000000
118 -42.211163 -42.211163 42.000000 21.116241 0.000000
118 -42.194847 -42.194847 42.000000 19.484596 0.000000
118 -42.198700 -42.198700 42.000000 19.918375 0.000000
119 -40.235619 -40.235619 39.777779 45.784157 0.000000
119 -42.185658 -42.185658 42.000000 18.565933 0.000000
119 -42.211163 -42.211163 42.000000 21.116322 0.000000
119 -42.194847 -42.194847 42.000000 19.484598 0.000000
119 -42.198666 -42.198666 42.000000 19.928102 0.000000
120 -40.235615 -40.235615 39.777779 45.790367 0.000000
120 -42.185658 -42.185658 42.000000 18.575356 0.000000
120 -42.211163 -42.211163 42.000000 21.127777 0.000000
120 -42.194847 -42.194847 42.000000 19.493999 0.000000
120 -42.198792 -42.198792 42.000000 19.924841 0.000000
121 -40.235672 -40.235672 39.777779 45.790009 0.000000
121 -42.185753 -42.185753 42.000000 18.573044 0.000000
121 -42.211277 -42.211277 42.000000 21.125664 0.000000
121 -42.194939 -42.194939 42.000000 19.491644 0.000000
121 -42.198734 -42.198734 42.000000 19.895815 0.000000
122 -40.235680 -40.235680 39.777779 45.790520 0.000000
122 -42.185730 -42.185730 42.000000 18.573036 0.000000
122 -42.211258 -42.211258 42.000000 21.125696 0.000000
122 -42.194916 -42.194916 42.000000 19.491644 0.000000
122 -42.198658 -42.198658 42.000000 19.895588 0.000000
123 -40.235680 -40.235680 39.777779 45.791451 0.000000
123 -42.185730 -42.185730 42.000000 18.573009 0.000000
123 -42.211258 -42.211258 42.000000 21.125734 0.000000
123 -42.194916 -42.194916 42.000000 19.491642 0.000000
123 -42.198704 -42.198704 42.000000 19.877525 0.000000
124 -40.235672 -40.235672 39.777779 45.790199 0.000000
124 -42.185730 -42.185730 42.000000 18.572998 0.000000
124 -42.211258 -42.211258 42.000000 21.125757 0.000000
124 -42.194916 -42.194916 42.000000 19.491644 0.000000
124 -42.198727 -42.198727 42.000000 19.877533 0.000000
125 -40.235680 -40.235680 39.777779 45.790878 0.000000
125 -42.185730 -42.185730 42.000000 18.571419 0.000000
125 -42.211258 -42.211258 42.000000 21.124422 0.000000
125 -42.194916 -42.194916 42.000000 19.490028 0.000000
125 -42.198711 -42.198711 42.000000 19.880091 0.000000
126 -40.235683 -40.235683 39.777779 45.790771 0.000000
126 -42.185715 -42.185715 42.000000 18.571383 0.000000
126 -42.211243 -42.211243 42.000000 21.124479 0.000000
126 -42.194901 -42.194901 42.000000 19.490026 0.000000
126 -42.198750 -42.198750 42.000000 19.886154 0.000000
127 -40.235680 -40.235680 39.777779 45.790524 0.000000
127 -42.185715 -42.185715 42.000000 18.571424 0.000000
127 -42.211243 -42.211243 42.000000 21.125235 0.000000
127 -42.194901 -42.194901 42.000000 19.490026 0.000000
127 -42.198746 -42.198746 42.000000 19.881994 0.000000
128 -40.235676 -40.235676 39.777779 45.790466 0.000000
128 -42.185715 -42.185715 42.000000 18.571394 0.000000
128 -42.211254 -42.211254 42.000000 21.127470 0.000000
128 -42.194901 -42.194901 42.000000 19.490028 0.000000
128 -42.198769 -42.198769 42.000000 19.883818 0.000000
129 -40.235680 -40.235680 39.777779 45.790707 0.000000
129 -42.185715 -42.185715 42.000000 18.569290 0.000000
129 -42.211258 -42.211258 42.000000 21.126219 0.000000
129 -42.194901 -42.194901 42.000000 19.487860 0.000000
129 -42.198780 -42.198780 42.000000 19.880087 0.000000
130 -40.235687 -40.235687 39.777779 45.792458 0.000000
130 -42.185692 -42.185692 42.000000 18.569271 0.000000
130 -42.211262 -42.211262 42.000000 21.139095 0.000000
130 -42.194878 -42.194878 42.000000 19.487860 0.000000
130 -42.198757 -42.198757 42.000000 19.881758 0.000000
131 -40.235676 -40.235676 39.777779 45.790356 0.000000
131 -42.185692 -42.185692 42.000000 18.569241 0.000000
131 -42.211391 -42.211391 42.000000 21.236147 0.000000
131 -42.194878 -42.194878 42.000000 19.487860 0.000000
131 -42.198776 -42.198776 42.000000 19.880676 0.000000
132 -40.235683 -40.235683 39.777779 45.791153 0.000000
132 -42.185692 -42.185692 42.000000 18.567202 0.000000
132 -42.212360 -42.212360 42.000000 21.594755 0.000000
132 -42.194878 -42.194878 42.000000 19.485765 0.000000
132 -42.198776 -42.198776 42.000000 19.878407 0.000000
133 -40.235691 -40.235691 39.777779 45.792072 0.000000
133 -42.185673 -42.185673 42.000000 18.567175 0.000000
133 -42.211891 -42.211891 42.000000 21.394272 0.000000
133 -42.194859 -42.194859 42.000000 19.485765 0.000000
133 -42.198757 -42.198757 42.000000 19.883389 0.000000
134 -40.235687 -40.235687 39.777779 45.791611 0.000000
134 -42.185673 -42.185673 42.000000 18.567163 0.000000
134 -42.212357 -42.212357 42.000000 21.890520 0.000000
134 -42.194859 -42.194859 42.000000 19.485765 0.000000
134 -42.198746 -42.198746 42.000000 19.876968 0.000000
135 -40.235691 -40.235691 39.777779 45.791309 0.000000
135 -42.185673 -42.185673 42.000000 18.567184 0.000000
135 -42.212166 -42.212166 42.000000 21.740194 0.000000
135 -42.194859 -42.194859 42.000000 19.485765 0.000000
135 -42.198757 -42.198757 42.000000 19.876797 0.000000
136 -40.235687 -40.235687 39.777779 45.790951 0.000000
136 -42.185673 -42.185673 42.000000 18.567188 0.000000
136 -42.212383 -42.212383 42.000000 21.345280 0.000000
136 -42.194859 -42.194859 42.000000 19.485765 0.000000
136 -42.198761 -42.198761 42.000000 19.880630 0.000000
137 -40.235687 -40.235687 39.777779 45.791313 0.000000
137 -42.185673 -42.185673 42.000000 18.566511 0.000000
137 -42.211987 -42.211987 42.000000 21.400732 0.000000
137 -42.194859 -42.194859 42.000000 19.485086 0.000000
137 -42.198769 -42.198769 42.000000 19.878674 0.000000
138 -40.235691 -40.235691 39.777779 45.791458 0.000000
138 -42.185665 -42.185665 42.000000 18.566515 0.000000
138 -42.211880 -42.211880 42.000000 21.315182 0.000000
138 -42.194851 -42.194851 42.000000 19.485086 0.000000
138 -42.198784 -42.198784 42.000000 19.877817 0.000000
139 -40.235691 -40.235691 39.777779 45.791630 0.000000
139 -42.185665 -42.185665 42.000000 18.564709 0.000000
139 -42.212265 -42.212265 42.000000 21.322561 0.000000
139 -42.194851 -42.194851 42.000000 19.483263 0.000000
139 -42.198761 -42.198761 42.000000 19.878347 0.000000
140 -40.235691 -40.235691 39.777779 45.792145 0.000000
140 -42.185646 -42.185646 42.000000 18.563784 0.000000
140 -42.212456 -42.212456 42.000000 21.344202 0.000000
140 -42.194832 -42.194832 42.000000 19.482342 0.000000
140 -42.198784 -42.198784 42.000000 19.878710 0.000000
141 -40.235695 -40.235695 39.777779 45.791935 0.000000
141 -42.185638 -42.185638 42.000000 18.561523 0.000000
141 -42.212139 -42.212139 42.000000 21.226917 0.000000
141 -42.194824 -42.194824 42.000000 19.480070 0.000000
141 -42.198788 -42.198788 42.000000 19.886532 0.000000
142 -40.235699 -40.235699 39.777779 45.792107 0.000000
142 -42.185616 -42.185616 42.000000 18.559967 0.000000
142 -42.212269 -42.212269 42.000000 21.269300 0.000000
142 -42.194801 -42.194801 42.000000 19.478493 0.000000
142 -42.198734 -42.198734 42.000000 19.877142 0.000000
143 -40.235699 -40.235699 39.777779 45.792431 0.000000
143 -42.185600 -42.185600 42.000000 18.557449 0.000000
143 -42.212341 -42.212341 42.000000 21.309023 0.000000
143 -42.194786 -42.194786 42.000000 19.475954 0.000000
143 -42.198750 -42.198750 42.000000 19.875174 0.000000
144 -40.235703 -40.235703 39.777779 45.792477 0.000000
144 -42.185574 -42.185574 42.000000 18.554655 0.000000
144 -42.212158 -42.212158 42.000000 21.217447 0.000000
144 -42.194759 -42.194759 42.000000 19.473137 0.000000
144 -42.198708 -42.198708 42.000000 19.872375 0.000000
145 -40.235703 -40.235703 39.777779 45.792995 0.000000
145 -42.185547 -42.185547 42.000000 18.550108 0.000000
145 -42.212173 -42.212173 42.000000 21.272308 0.000000
145 -42.194733 -42.194733 42.000000 19.468548 0.000000
145 -42.198692 -42.198692 42.000000 19.867439 0.000000
146 -40.235706 -40.235706 39.777779 45.793114 0.000000
146 -42.185501 -42.185501 42.000000 18.546364 0.000000
146 -42.212337 -42.212337 42.000000 21.280678 0.000000
146 -42.194687 -42.194687 42.000000 19.464764 0.000000
146 -42.198635 -42.198635 42.000000 19.862072 0.000000
147 -40.235706 -40.235706 39.777779 45.792995 0.000000
147 -42.185463 -42.185463 42.000000 18.545328 0.000000
147 -42.212284 -42.212284 42.000000 21.263441 0.000000
147 -42.194649 -42.194649 42.000000 19.463728 0.000000
147 -42.198620 -42.198620 42.000000 19.861713 0.000000
148 -40.235710 -40.235710 39.777779 45.793392 0.000000
148 -42.185452 -42.185452 42.000000 18.545336 0.000000
148 -42.212292 -42.212292 42.000000 21.236900 0.000000
148 -42.194637 -42.194637 42.000000 19.463728 0.000000
148 -42.198616 -42.198616 42.000000 19.863384 0.000000
149 -40.235706 -40.235706 39.777779 45.793068 0.000000
149 -42.185452 -42.185452 42.000000 18.545330 0.000000
149 -42.212254 -42.212254 42.000000 21.253279 0.000000
149 -42.194637 -42.194637 42.000000 19.463728 0.000000
149 -42.198616 -42.198616 42.000000 19.861345 0.000000
150 -40.235706 -40.235706 39.777779 45.792965 0.000000
150 -42.185452 -42.185452 42.000000 18.545330 0.000000
150 -42.212269 -42.212269 42.000000 21.233900 0.000000
150 -42.194637 -42.194637 42.000000 19.463728 0.000000
150 -42.198612 -42.198612 42.000000 19.864069 0.000000
151 -40.235706 -40.235706 39.777779 45.792965 0.000000
151 -42.185452 -42.185452 42.000000 18.545334 0.000000
151 -42.212292 -42.212292 42.000000 21.230387 0.000000
151 -42.194637 -42.194637 42.000000 19.463728 0.000000
151 -42.198616 -42.198616 42.000000 19.862293 0.000000
152 -40.235710 -40.235710 39.777779 45.793018 0.000000
152 -42.185452 -42.185452 42.000000 18.545328 0.000000
152 -42.212303 -42.212303 42.000000 21.239943 0.000000
152 -42.194637 -42.194637 42.000000 19.463728 0.000000
152 -42.198612 -42.198612 42.000000 19.862444 0.000000
153 -40.235710 -40.235710 39.777779 45.793095 0.000000
153 -42.185452 -42.185452 42.000000 18.545330 0.000000
153 -42.212284 -42.212284 42.000000 21.237391 0.000000
153 -42.194637 -42.194637 42.000000 19.463728 0.000000
153 -42.198620 -42.198620 42.000000 19.863434 0.000000
154 -40.235706 -40.235706 39.777779 45.792999 0.000000
154 -42.185452 -42.185452 42.000000 18.542397 0.000000
154 -42.212296 -42.212296 42.000000 21.227486 0.000000
154 -42.194637 -42.194637 42.000000 19.460770 0.000000
154 -42.198631 -42.198631 42.000000 19.861538 0.000000
155 -40.235710 -40.235710 39.777779 45.793037 0.000000
155 -42.185425 -42.185425 42.000000 18.543907 0.000000
155 -42.212276 -42.212276 42.000000 21.230595 0.000000
155 -42.194607 -42.194607 42.000000 19.462296 0.000000
155 -42.198601 -42.198601 42.000000 19.862221 0.000000
156 -40.235710 -40.235710 39.777779 45.793060 0.000000
156 -42.185440 -42.185440 42.000000 18.544994 0.000000
156 -42.212273 -42.212273 42.000000 21.236080 0.000000
156 -42.194622 -42.194622 42.000000 19.463388 0.000000
156 -42.198616 -42.198616 42.000000 19.863876 0.000000
157 -40.235710 -40.235710 39.777779 45.793118 0.000000
157 -42.185452 -42.185452 42.000000 18.544992 0.000000
157 -42.212265 -42.212265 42.000000 21.236080 0.000000
157 -42.194633 -42.194633 42.000000 19.463388 0.000000
157 -42.198624 -42.198624 42.000000 19.862373 0.000000
158 -40.235710 -40.235710 39.777779 45.793083 0.000000
158 -42.185452 -42.185452 42.000000 18.546066 0.000000
158 -42.212299 -42.212299 42.000000 21.238718 0.000000
158 -42.194633 -42.194633 42.000000 19.464472 0.000000
158 -42.198624 -42.198624 42.000000 19.864136 0.000000
159 -40.235710 -40.235710 39.777779 45.793041 0.000000
159 -42.185459 -42.185459 42.000000 18.546066 0.000000
159 -42.212284 -42.212284 42.000000 21.235506 0.000000
159 -42.194645 -42.194645 42.000000 19.464472 0.000000
159 -42.198639 -42.198639 42.000000 19.864386 0.000000
160 -40.235710 -40.235710 39.777779 45.793030 0.000000
160 -42.185459 -42.185459 42.000000 18.546066 0.000000
160 -42.212299 -42.212299 42.000000 21.233255 0.000000
160 -42.194645 -42.194645 42.000000 19.464472 0.000000
160 -42.198635 -42.198635 42.000000 19.863688 0.000000
161 -40.235710 -40.235710 39.777779 45.793068 0.000000
161 -42.185459 -42.185459 42.000000 18.546066 0.000000
161 -42.212307 -42.212307 42.000000 21.233295 0.000000
161 -42.194645 -42.194645 42.000000 19.464472 0.000000
161 -42.198635 -42.198635 42.000000 19.863819 0.000000
162 -40.235710 -40.235710 39.777779 45.793079 0.000000
162 -42.185459 -42.185459 42.000000 18.546066 0.000000
162 -42.212315 -42.212315 42.000000 21.233431 0.000000
162 -42.194645 -42.194645 42.000000 19.464472 0.000000
162 -42.198635 -42.198635 42.000000 19.864126 0.000000
163 -40.235710 -40.235710 39.777779 45.793072 0.000000
163 -42.185459 -42.185459 42.000000 18.546066 0.000000
163 -42.212315 -42.212315 42.000000 21.233128 0.000000
163 -42.194645 -42.194645 42.000000 19.464472 0.000000
163 -42.198639 -42.198639 42.000000 19.864166 0.000000
164 -40.235710 -40.235710 39.777779 45.793068 0.000000
164 -42.185459 -42.185459 42.000000 18.546066 0.000000
164 -42.212311 -42.212311 42.000000 21.233868 0.000000
164 -42.194645 -42.194645 42.000000 19.464472 0.000000
164 -42.198639 -42.198639 42.000000 19.864033 0.000000
165 -40.235710 -40.235710 39.777779 45.793079 0.000000
165 -42.185459 -42.185459 42.000000 18.545816 0.000000
165 -42.212307 -42.212307 42.000000 21.233156 0.000000
165 -42.194645 -42.194645 42.000000 19.464220 0.000000
165 -42.198639 -42.198639 42.000000 19.863842 0.000000
166 -40.235710 -40.235710 39.777779 45.793072 0.000000
166 -42.185459 -42.185459 42.000000 18.545816 0.000000
166 -42.212307 -42.212307 42.000000 21.231625 0.000000
166 -42.194641 -42.194641 42.000000 19.464220 0.000000
166 -42.198635 -42.198635 42.000000 19.863840 0.000000
167 -40.235710 -40.235710 39.777779 45.793060 0.000000
167 -42.185459 -42.185459 42.000000 18.545816 0.000000
167 -42.212315 -42.212315 42.000000 21.232145 0.000000
167 -42.194641 -42.194641 42.000000 19.464220 0.000000
167 -42.198639 -42.198639 42.000000 19.863859 0.000000
168 -40.235710 -40.235710 39.777779 45.793072 0.000000
168 -42.185459 -42.185459 42.000000 18.546143 0.000000
168 -42.212315 -42.212315 42.000000 21.232048 0.000000
168 -42.194641 -42.194641 42.000000 19.464550 0.000000
168 -42.198639 -42.198639 42.000000 19.864422 0.000000
169 -40.235710 -40.235710 39.777779 45.793087 0.000000
169 -42.185463 -42.185463 42.000000 18.546143 0.000000
169 -42.212315 -42.212315 42.000000 21.232866 0.000000
169 -42.194645 -42.194645 42.000000 19.464550 0.000000
169 -42.198643 -42.198643 42.000000 19.864244 0.000000
170 -40.235710 -40.235710 39.777779 45.793087 0.000000
170 -42.185463 -42.185463 42.000000 18.545134 0.000000
170 -42.212315 -42.212315 42.000000 21.232096 0.000000
170 -42.194645 -42.194645 42.000000 19.463531 0.000000
170 -42.198643 -42.198643 42.000000 19.863419 0.000000
171 -40.235710 -40.235710 39.777779 45.793087 0.000000
171 -42.185452 -42.185452 42.000000 18.545134 0.000000
171 -42.212307 -42.212307 42.000000 21.230726 0.000000
171 -42.194633 -42.194633 42.000000 19.463531 0.000000
171 -42.198631 -42.198631 42.000000 19.863375 0.000000
172 -40.235710 -40.235710 39.777779 45.793079 0.000000
172 -42.185452 -42.185452 42.000000 18.545134 0.000000
172 -42.212307 -42.212307 42.000000 21.231245 0.000000
172 -42.194633 -42.194633 42.000000 19.463531 0.000000
172 -42.198631 -42.198631 42.000000 19.863226 0.000000
173 -40.235710 -40.235710 39.777779 45.793079 0.000000
173 -42.185452 -42.185452 42.000000 18.545134 0.000000
173 -42.212307 -42.212307 42.000000 21.232113 0.000000
173 -42.194633 -42.194633 42.000000 19.463531 0.000000
173 -42.198631 -42.198631 42.000000 19.863298 0.000000
174 -40.235710 -40.235710 39.777779 45.793076 0.000000
174 -42.185452 -42.185452 42.000000 18.545134 0.000000
174 -42.212307 -42.212307 42.000000 21.231188 0.000000
174 -42.194633 -42.194633 42.000000 19.463531 0.000000
174 -42.198631 -42.198631 42.000000 19.863472 0.000000
175 -40.235710 -40.235710 39.777779 45.793079 0.000000
175 -42.185452 -42.185452 42.000000 18.545134 0.000000
175 -42.212307 -42.212307 42.000000 21.232599 0.000000
175 -42.194633 -42.194633 42.000000 19.463531 0.000000
175 -42.198631 -42.198631 42.000000 19.863247 0.000000
176 -40.235710 -40.235710 39.777779 45.793076 0.000000
176 -42.185452 -42.185452 42.000000 18.545134 0.000000
176 -42.212307 -42.212307 42.000000 21.231796 0.000000
176 -42.194633 -42.194633 42.000000 19.463531 0.000000
176 -42.198631 -42.198631 42.000000 19.863327 0.000000
177 -40.235710 -40.235710 39.777779 45.793079 0.000000
177 -42.185452 -42.185452 42.000000 18.545134 0.000000
177 -42.212311 -42.212311 42.000000 21.233479 0.000000
177 -42.194633 -42.194633 42.000000 19.463531 0.000000
177 -42.198631 -42.198631 42.000000 19.863327 0.000000
178 -40.235710 -40.235710 39.777779 45.793076 0.000000
178 -42.185452 -42.185452 42.000000 18.545134 0.000000
178 -42.212307 -42.212307 42.000000 21.232157 0.000000
178 -42.194633 -42.194633 42.000000 19.463531 0.000000
178 -42.198631 -42.198631 42.000000 19.863220 0.000000
179 -40.235710 -40.235710 39.777779 45.793076 0.000000
179 -42.185452 -42.185452 42.000000 18.545134 0.000000
179 -42.212311 -42.212311 42.000000 21.231819 0.000000
179 -42.194633 -42.194633 42.000000 19.463531 0.000000
179 -42.198631 -42.198631 42.000000 19.863251 0.000000
180 -40.235710 -40.235710 39.777779 45.793076 0.000000
180 -42.185452 -42.185452 42.000000 18.545134 0.000000
180 -42.212307 -42.212307 42.000000 21.231144 0.000000
180 -42.194633 -42.194633 42.000000 19.463531 0.000000
180 -42.198631 -42.198631 42.000000 19.863316 0.000000
181 -40.235710 -40.235710 39.777779 45.793076 0.000000
181 -42.185452 -42.185452 42.000000 18.545134 0.000000
181 -42.212311 -42.212311 42.000000 21.231215 0.000000
181 -42.194633 -42.194633 42.000000 19.463531 0.000000
181 -42.198631 -42.198631 42.000000 19.863420 0.000000
182 -40.235710 -40.235710 39.777779 45.793076 0.000000
182 -42.185452 -42.185452 42.000000 18.545420 0.000000
182 -42.212311 -42.212311 42.000000 21.231766 0.000000
182 -42.194633 -42.194633 42.000000 19.463820 0.000000
182 -42.198635 -42.198635 42.000000 19.863728 0.000000
183 -40.235710 -40.235710 39.777779 45.793076 0.000000
183 -42.185455 -42.185455 42.000000 18.545307 0.000000
183 -42.212315 -42.212315 42.000000 21.231428 0.000000
183 -42.194637 -42.194637 42.000000 19.463707 0.000000
183 -42.198635 -42.198635 42.000000 19.863525 0.000000
184 -40.235710 -40.235710 39.777779 45.793076 0.000000
184 -42.185452 -42.185452 42.000000 18.545427 0.000000
184 -42.212315 -42.212315 42.000000 21.232300 0.000000
184 -42.194637 -42.194637 42.000000 19.463827 0.000000
184 -42.198635 -42.198635 42.000000 19.863651 0.000000
185 -40.235710 -40.235710 39.777779 45.793079 0.000000
185 -42.185455 -42.185455 42.000000 18.545277 0.000000
185 -42.212318 -42.212318 42.000000 21.232059 0.000000
185 -42.194637 -42.194637 42.000000 19.463676 0.000000
185 -42.198635 -42.198635 42.000000 19.863480 0.000000
186 -40.235710 -40.235710 39.777779 45.793076 0.000000
186 -42.185452 -42.185452 42.000000 18.545277 0.000000
186 -42.212318 -42.212318 42.000000 21.232559 0.000000
186 -42.194637 -42.194637 42.000000 19.463676 0.000000
186 -42.198635 -42.198635 42.000000 19.863424 0.000000
187 -40.235710 -40.235710 39.777779 45.793076 0.000000
187 -42.185452 -42.185452 42.000000 18.545277 0.000000
187 -42.212322 -42.212322 42.000000 21.233229 0.000000
187 -42.194637 -42.194637 42.000000 19.463676 0.000000
187 -42.198635 -42.198635 42.000000 19.863512 0.000000
188 -40.235710 -40.235710 39.777779 45.793076 0.000000
188 -42.185452 -42.185452 42.000000 18.545277 0.000000
188 -42.212315 -42.212315 42.000000 21.232824 0.000000
188 -42.194637 -42.194637 42.000000 19.463676 0.000000
188 -42.198635 -42.198635 42.000000 19.863529 0.000000
189 -40.235710 -40.235710 39.777779 45.793076 0.000000
189 -42.185452 -42.185452 42.000000 18.545277 0.000000
189 -42.212322 -42.212322 42.000000 21.233984 0.000000
189 -42.194637 -42.194637 42.000000 19.463676 0.000000
189 -42.198635 -42.198635 42.000000 19.863516 0.000000
190 -40.235710 -40.235710 39.777779 45.793076 0.000000
190 -42.185452 -42.185452 42.000000 18.545277 0.000000
190 -42.212318 -42.212318 42.000000 21.233164 0.000000
190 -42.194637 -42.194637 42.000000 19.463676 0.000000
190 -42.198635 -42.198635 42.000000 19.863472 0.000000
191 -40.235710 -40.235710 39.777779 45.793076 0.000000
191 -42.185452 -42.185452 42.000000 18.545277 0.000000
191 -42.212326 -42.212326 42.000000 21.233398 0.000000
191 -42.194637 -42.194637 42.000000 19.463676 0.000000
191 -42.198635 -42.198635 42.000000 19.863527 0.000000
192 -40.235710 -40.235710 39.777779 45.793076 0.000000
192 -42.185452 -42.185452 42.000000 18.545277 0.000000
192 -42.212322 -42.212322 42.000000 21.232851 0.000000
192 -42.194637 -42.194637 42.000000 19.463676 0.000000
192 -42.198635 -42.198635 42.000000 19.863516 0.000000
193 -40.235710 -40.235710 39.777779 45.793076 0.000000
193 -42.185452 -42.185452 42.000000 18.545277 0.000000
193 -42.212322 -42.212322 42.000000 21.232819 0.000000
193 -42.194637 -42.194637 42.000000 19.463676 0.000000
193 -42.198635 -42.198635 42.000000 19.863482 0.000000
194 -40.235710 -40.235710 39.777779 45.793076 0.000000
194 -42.185452 -42.185452 42.000000 18.545355 0.000000
